"Recip_County","Recip_State","Month","Year","Total","Lat","Long","Cases"
"Kimball County","NE",12,2021,45087,41.199274,-103.703153,18798
"Kimble County","TX",12,2021,125148,30.479472,-99.746396,14083
"King and Queen County","VA",12,2021,232585,37.717772,-76.905581,21787
"King County","TX",12,2021,1823,33.614268,-100.245345,798
"King County","WA",12,2021,122241534,47.490552,-121.833977,5635617
"King George County","VA",12,2021,795120,38.27718,-77.162636,94324
"King William County","VA",12,2021,588316,37.70826,-77.091054,70275
"Kingfisher County","OK",12,2021,505829,35.949436,-97.934557,84435
"Kings County","CA",12,2021,4641810,36.072478,-119.81553,1113115
"Kingsbury County","SD",12,2021,239726,44.362969,-97.499313,30913
"Kinney County","TX",12,2021,119093,29.347086,-100.4177,16267
"Kiowa County","CO",12,2021,36227,38.387663,-102.756849,8535
"Kiowa County","OK",12,2021,308695,34.921489,-98.981617,37741
"Kit Carson County","CO",12,2021,179823,39.30534,-102.603023,37785
"Kitsap County","WA",12,2021,12325412,47.639595,-122.649634,586895
"Kittitas County","WA",12,2021,1759212,47.124441,-120.676709,168182
"Kittson County","MN",12,2021,174745,48.77604,-96.780349,25167
"Klamath County","OR",12,2021,2340142,42.683761,-121.646168,285828
"Kleberg County","TX",12,2021,1230632,27.438735,-97.66062,136278
"Klickitat County","WA",12,2021,725964,45.870446,-120.779305,71702
"Knox County","IL",12,2021,1965127,40.930945,-90.213792,257546
"Knox County","IN",12,2021,1215369,38.688381,-87.420358,224823
"Knox County","MO",12,2021,107937,40.136856,-92.146835,21102
"Knox County","NE",12,2021,201853,42.634404,-97.891349,39207
"Knox County","OH",12,2021,1795687,40.40362,-82.422393,287022
"Knox County","TN",12,2021,19180717,35.992726,-83.937721,2568355
"Knox County","TX",12,2021,91469,33.61189,-99.730356,11698
"Koochiching County","MN",12,2021,495232,48.245374,-93.782896,58946
"Kootenai County","ID",12,2021,4873437,47.675957,-116.695919,978913
"Kosciusko County","IN",12,2021,2150324,41.244293,-85.861575,467741
"Kossuth County","IA",12,2021,527402,43.212356,-94.213965,95253
"La Crosse County","WI",12,2021,5542129,43.908222,-91.111758,648645
"La Paz County","AZ",12,2021,693305,33.72761,-114.038806,109496
"La Plata County","CO",12,2021,2779524,37.287367,-107.839718,225383
"La Salle County","TX",12,2021,306488,28.351098,-99.096774,44403
"Lac qui Parle County","MN",12,2021,267916,44.999856,-96.176836,39903
"Lackawanna County","PA",12,2021,10116084,41.436636,-75.608768,849108
"Laclede County","MO",12,2021,881368,37.659698,-92.594843,180057
"Lafayette County","AR",12,2021,186280,33.240629,-93.611514,27168
"Lafayette County","FL",12,2021,222549,29.990066,-83.17851,69110
"Lafayette County","MO",12,2021,1021786,39.068705,-93.802639,167048
"Lafayette County","MS",12,2021,1961064,34.353078,-89.485385,279915
"Lafayette County","WI",12,2021,683878,42.655578,-90.130292,79519
"LaGrange County","IN",12,2021,603007,41.642462,-85.427845,139497
"Lake County","CA",12,2021,2513886,39.108009,-122.745217,221107
"Lake County","CO",12,2021,333615,39.205341,-106.350079,37708
"Lake County","FL",12,2021,16494831,28.764113,-81.712282,1738350
"Lake County","IL",12,2021,36367874,42.185968,-87.805939,2886787
"Lake County","IN",12,2021,18095982,41.472247,-87.374337,2380407
"Lake County","MI",12,2021,454558,43.995187,-85.8114,40973
"Lake County","MN",12,2021,492835,47.517111,-91.411704,43920
"Lake County","MT",12,2021,1190089,47.642901,-114.083687,147261
"Lake County","OH",12,2021,10023585,41.778142,-81.19733,1102133
"Lake County","OR",12,2021,211045,42.788401,-120.38979,33132
"Lake County","SD",12,2021,440180,44.02845,-97.123223,54656
"Lake County","TN",12,2021,161568,36.333905,-89.485536,63264
"Lake of the Woods County","MN",12,2021,141533,48.7681,-94.904633,16993
"Lamar County","AL",12,2021,406353,33.787085,-88.087431,79306
"Lamar County","GA",12,2021,223798,33.07444,-84.146689,109680
"Lamar County","MS",12,2021,2462765,31.197586,-89.506369,335606
"Lamar County","TX",12,2021,1317294,33.667263,-95.570348,281621
"Lamb County","TX",12,2021,357001,34.068861,-102.348018,95653
"Lamoille County","VT",12,2021,1127549,44.611192,-72.632659,60050
"LaMoure County","ND",12,2021,139356,46.464195,-98.526057,23638
"Lampasas County","TX",12,2021,657161,31.196731,-98.240889,113009
"Lancaster County","NE",12,2021,14357892,40.783547,-96.688658,1507899
"Lancaster County","PA",12,2021,21794148,40.041992,-76.250198,2614110
"Lancaster County","SC",12,2021,3165826,34.686818,-80.703688,528681
"Lancaster County","VA",12,2021,436197,37.704843,-76.412663,34772
"Lander County","NV",12,2021,146648,39.90021,-117.04724,26904
"Lane County","OR",12,2021,17581813,43.928334,-122.897581,963358
"Langlade County","WI",12,2021,702672,45.254863,-89.06707,114946
"Lanier County","GA",12,2021,95271,31.038197,-83.063164,46611
"Lapeer County","MI",12,2021,2768835,43.088633,-83.224325,474853
"LaPorte County","IN",12,2021,4108836,41.549013,-86.744739,562207
"Laramie County","WY",12,2021,3620860,41.29283,-104.660395,561500
"Larimer County","CO",12,2021,16557656,40.658093,-105.486764,1462542
"Las Animas County","CO",12,2021,602119,37.318831,-104.04411,71452
"LaSalle County","IL",12,2021,4249095,41.343341,-88.885931,543758
"Lassen County","CA",12,2021,760804,40.715287,-120.621223,249034
"Latah County","ID",12,2021,1494579,46.81892,-116.730974,149325
"Latimer County","OK",12,2021,231068,34.875137,-95.272262,49839
"Lauderdale County","AL",12,2021,2990677,34.904168,-87.651108,474065
"Lauderdale County","MS",12,2021,2481201,32.403998,-88.660449,385862
"Lauderdale County","TN",12,2021,643478,35.762951,-89.627732,164552
"Laurens County","GA",12,2021,917092,32.39322,-82.926317,291021
"Laurens County","SC",12,2021,1742429,34.483676,-82.005498,379897
"Lavaca County","TX",12,2021,542373,29.382578,-96.923633,100723
"Lawrence County","AL",12,2021,1052350,34.529776,-87.321865,152238
"Lawrence County","AR",12,2021,520228,36.041098,-91.101153,110664
"Lawrence County","IL",12,2021,444062,38.718954,-87.730221,114329
"Lawrence County","IN",12,2021,1495201,38.839815,-86.48782,261241
"Lawrence County","MO",12,2021,980542,37.10659,-93.830551,173806
"Lawrence County","MS",12,2021,461266,31.550009,-90.10753,69495
"Lawrence County","OH",12,2021,2019653,38.603866,-82.517186,344228
"Lawrence County","PA",12,2021,3151099,40.992735,-80.334446,422758
"Lawrence County","SD",12,2021,977470,44.348514,-103.806362,150101
"Lawrence County","TN",12,2021,1091777,35.220476,-87.396546,307718
"Le Flore County","OK",12,2021,1309667,34.897356,-94.695074,266737
"Le Sueur County","MN",12,2021,969627,44.373421,-93.730106,151022
"Lea County","NM",12,2021,2102520,32.795687,-103.413271,470583
"Leake County","MS",12,2021,715679,32.76063,-89.52225,129461
"Lebanon County","PA",12,2021,5219300,40.371448,-76.464819,773050
"Lee County","AL",12,2021,4283608,32.604064,-85.353048,805321
"Lee County","AR",12,2021,206536,34.779505,-90.779717,69207
"Lee County","FL",12,2021,32735982,26.563273,-81.984182,3960957
"Lee County","GA",12,2021,446630,31.818419,-84.146681,151478
"Lee County","IA",12,2021,1166577,40.647588,-91.477157,191235
"Lee County","IL",12,2021,1368991,41.747447,-89.299362,172104
"Lee County","MS",12,2021,2456653,34.29237,-88.682439,524206
"Lee County","NC",12,2021,2424742,35.476336,-79.172117,306273
"Lee County","SC",12,2021,470399,34.15864,-80.251209,84184
"Lee County","TX",12,2021,528444,30.321498,-96.976823,93322
"Lee County","VA",12,2021,798221,36.701721,-83.130112,124599
"Leelanau County","MI",12,2021,1246702,45.146182,-86.051574,73116
"Leflore County","MS",12,2021,1145398,33.54979,-90.294934,150922
"Lehigh County","PA",12,2021,18214701,40.614241,-75.590627,1790861
"Lemhi County","ID",12,2021,250081,44.928506,-113.887042,30749
"Lenawee County","MI",12,2021,3460376,41.896022,-84.074356,571109
"Lenoir County","NC",12,2021,2099392,35.240066,-77.635514,307683
"Leon County","FL",12,2021,11371841,30.45931,-84.2778,1604528
"Leon County","TX",12,2021,401989,31.300493,-95.995622,78197
"Levy County","FL",12,2021,1330547,29.271854,-82.831233,220421
"Lewis and Clark County","MT",12,2021,2868017,47.132013,-112.373367,386820
"Lewis County","ID",12,2021,130233,46.236328,-116.42376,26312
"Lewis County","MO",12,2021,234839,40.084559,-91.728803,59550
"Lewis County","NY",12,2021,912885,43.782681,-75.44414,140469
"Lewis County","TN",12,2021,295488,35.523244,-87.496983,80228
"Lewis County","WA",12,2021,2727929,46.580071,-122.377444,352685
"Lewis County","WV",12,2021,661485,38.988877,-80.495477,108901
"Lexington County","SC",12,2021,10978069,33.899246,-81.266118,1755371
"Liberty County","FL",12,2021,194932,30.259849,-84.86858,57307
"Liberty County","GA",12,2021,1852775,31.807458,-81.457871,239419
"Liberty County","MT",12,2021,53904,48.559654,-111.036924,8297
"Liberty County","TX",12,2021,2316119,30.158508,-94.844061,413417
"Licking County","OH",12,2021,6366471,40.091505,-82.483435,883413
"Limestone County","AL",12,2021,2418488,34.810239,-86.981399,509317
"Limestone County","TX",12,2021,565432,31.547543,-96.593623,115187
"Lincoln County","AR",12,2021,308715,33.956385,-91.742355,117180
"Lincoln County","CO",12,2021,135749,38.99374,-103.507555,43808
"Lincoln County","GA",12,2021,124967,33.792151,-82.448299,38441
"Lincoln County","ID",12,2021,136466,42.990782,-114.153089,23733
"Lincoln County","MN",12,2021,204109,44.408238,-96.272032,28551
"Lincoln County","MO",12,2021,1550982,39.062255,-90.962916,334457
"Lincoln County","MS",12,2021,872804,31.535216,-90.453566,173791
"Lincoln County","MT",12,2021,488118,48.552385,-115.463185,111687
"Lincoln County","NC",12,2021,2895501,35.488491,-81.226893,508203
"Lincoln County","NE",12,2021,422847,41.050322,-100.744481,193579
"Lincoln County","NM",12,2021,819770,33.740841,-105.449805,111362
"Lincoln County","NV",12,2021,132988,37.634605,-114.863037,22282
"Lincoln County","OK",12,2021,950890,35.703117,-96.881392,159729
"Lincoln County","OR",12,2021,2462908,44.641061,-123.911212,116669
"Lincoln County","SD",12,2021,2512183,43.27942,-96.722286,354453
"Lincoln County","TN",12,2021,965016,35.142784,-86.593403,214557
"Lincoln County","WA",12,2021,387666,47.582743,-118.417692,47034
"Lincoln County","WI",12,2021,1041515,45.333148,-89.73224,160145
"Lincoln County","WV",12,2021,652279,38.17177,-82.077623,104528
"Lincoln County","WY",12,2021,560746,42.229993,-110.682961,93611
"Linn County","IA",12,2021,10326369,42.077951,-91.597674,1076794
"Linn County","MO",12,2021,373748,39.86444,-93.108019,60851
"Linn County","OR",12,2021,4819613,44.488898,-122.537208,475711
"Lipscomb County","TX",12,2021,74016,36.2802,-100.272683,14510
"Little River County","AR",12,2021,331194,33.701941,-94.236287,66586
"Live Oak County","TX",12,2021,329118,28.351535,-98.126961,54657
"Livingston County","IL",12,2021,1226795,40.894376,-88.552852,211973
"Livingston County","MI",12,2021,7696538,42.602532,-83.911718,967891
"Livingston County","MO",12,2021,452058,39.778587,-93.548201,85150
"Livingston County","NY",12,2021,2524897,42.729042,-77.778463,245430
"Llano County","TX",12,2021,734666,30.707584,-98.68469,85196
"Logan County","AR",12,2021,675647,35.218654,-93.72091,117390
"Logan County","CO",12,2021,565722,40.728091,-103.090464,161403
"Logan County","IL",12,2021,1030248,40.129277,-89.365309,176815
"Logan County","ND",12,2021,48514,46.469278,-99.504585,10716
"Logan County","NE",12,2021,5730,41.542155,-100.443665,3632
"Logan County","OH",12,2021,1284936,40.387553,-83.766343,229031
"Logan County","OK",12,2021,1116521,35.914277,-97.450952,201505
"Logan County","WV",12,2021,1303394,37.830591,-81.940853,186392
"Long County","GA",12,2021,122977,31.749563,-81.74287,55876
"Lonoke County","AR",12,2021,2334348,34.755114,-91.894132,395871
"Lorain County","OH",12,2021,13017011,41.438805,-82.179722,1437473
"Los Alamos County","NM",12,2021,1161788,35.870047,-106.307968,30348
"Los Angeles County","CA",12,2021,479889216,34.196398,-118.261862,48739437
"Loudon County","TN",12,2021,2377877,35.735085,-84.314085,299413
"Loudoun County","VA",12,2021,20070289,39.0812,-77.638898,1197080
"Louisa County","IA",12,2021,385214,41.218211,-91.256994,58193
"Louisa County","VA",12,2021,1024481,37.972704,-77.959795,117766
"Loup County","NE",12,2021,7874,41.903183,-99.509852,2157
"Love County","OK",12,2021,299688,33.957804,-97.245093,63541
"Loving County","TX",12,2021,0,31.844936,-103.561229,449
"Lowndes County","AL",12,2021,331940,32.147888,-86.650586,55709
"Lowndes County","GA",12,2021,2294269,30.833145,-83.268995,674093
"Lowndes County","MS",12,2021,1977151,33.471424,-88.439723,356483
"Lubbock County","TX",12,2021,10011293,33.611469,-101.819944,2162204
"Lucas County","IA",12,2021,270263,41.033344,-93.331467,40662
"Lucas County","OH",12,2021,16506278,41.682321,-83.468903,2056969
"Luce County","MI",12,2021,190750,46.510988,-85.517552,56479
"Lumpkin County","GA",12,2021,183123,34.56814,-83.998925,157990
"Luna County","NM",12,2021,1168228,32.184523,-107.747191,147421
"Lunenburg County","VA",12,2021,395206,36.945555,-78.240528,38497
"Luzerne County","PA",12,2021,13820537,41.173078,-75.976053,1536024
"Lycoming County","PA",12,2021,3969558,41.343882,-77.055262,643898
"Lyman County","SD",12,2021,169585,43.894812,-99.841925,26605
"Lynn County","TX",12,2021,148490,33.178412,-101.818493,28345
"Lyon County","IA",12,2021,326635,43.38358,-96.207201,67034
"Lyon County","MN",12,2021,961104,44.409195,-95.847268,169575
"Lyon County","NV",12,2021,1580685,39.022213,-119.197425,228426
"Mackinac County","MI",12,2021,557212,46.167868,-85.303762,50331
"Macomb County","MI",12,2021,32700915,42.671553,-82.911456,4752506
"Macon County","AL",12,2021,595456,32.387027,-85.692887,77393
"Macon County","GA",12,2021,205989,32.362686,-84.051231,42466
"Macon County","IL",12,2021,3662067,39.860237,-88.961529,562717
"Macon County","MO",12,2021,409740,39.829795,-92.56434,78825
"Macon County","NC",12,2021,1486119,35.152959,-83.421901,162162
"Macon County","TN",12,2021,518737,36.537757,-86.00096,176488
"Macoupin County","IL",12,2021,1649641,39.265914,-89.92633,249368
"Madera County","CA",12,2021,5589001,37.209821,-119.749802,830669
"Madison County","AL",12,2021,15532521,34.764238,-86.55108,1690470
"Madison County","AR",12,2021,484000,36.012545,-93.724053,86463
"Madison County","FL",12,2021,579986,30.447233,-83.470416,113788
"Madison County","GA",12,2021,520108,34.128526,-83.203737,158693
"Madison County","IA",12,2021,600440,41.330622,-94.015184,76008
"Madison County","ID",12,2021,1284266,43.788614,-111.656993,286219
"Madison County","IL",12,2021,10780582,38.82712,-89.900227,1403116
"Madison County","IN",12,2021,4518091,40.166203,-85.722454,691621
"Madison County","MO",12,2021,319093,37.474481,-90.343413,79305
"Madison County","MS",12,2021,4478491,32.63437,-90.03416,473315
"Madison County","MT",12,2021,270928,45.32529,-111.913791,43879
"Madison County","NC",12,2021,850130,35.864206,-82.712631,94508
"Madison County","NE",12,2021,560892,41.909929,-97.606856,212877
"Madison County","NY",12,2021,2900792,42.910026,-75.663575,254641
"Madison County","OH",12,2021,1502486,39.89661,-83.400887,209918
"Madison County","TN",12,2021,3597539,35.606056,-88.833424,574465
"Madison County","TX",12,2021,374429,30.966878,-95.930372,79097
"Madison County","VA",12,2021,498482,38.412059,-78.276961,37253
"Mahaska County","IA",12,2021,659734,41.330797,-92.636366,119945
"Mahnomen County","MN",12,2021,224848,47.328387,-95.811089,34801
"Mahoning County","OH",12,2021,8687127,41.01088,-80.770396,1174233
"Major County","OK",12,2021,257135,36.313119,-98.542015,44987
"Malheur County","OR",12,2021,962408,43.188625,-117.603191,184916
"Manatee County","FL",12,2021,17060034,27.475556,-82.393144,2050918
"Manistee County","MI",12,2021,1006680,44.245268,-86.327537,97608
"Manitowoc County","WI",12,2021,3218900,44.156137,-87.577352,450775
"Marathon County","WI",12,2021,5462680,44.898036,-89.757823,836866
"Marengo County","AL",12,2021,708803,32.247591,-87.791091,106639
"Maricopa County","AZ",12,2021,169674009,33.345176,-112.49893,25896706
"Maries County","MO",12,2021,222994,38.162615,-91.923601,35090
"Marin County","CA",12,2021,15812604,38.051367,-122.746396,596967
"Marinette County","WI",12,2021,1441187,45.346899,-87.991198,264323
"Marion County","AL",12,2021,738345,34.138219,-87.881551,169831
"Marion County","AR",12,2021,415091,36.266664,-92.678577,76471
"Marion County","FL",12,2021,14174073,29.202805,-82.0431,1790547
"Marion County","GA",12,2021,120764,32.359312,-84.528735,30847
"Marion County","IA",12,2021,1202294,41.331433,-93.093868,181594
"Marion County","IL",12,2021,1117173,38.648236,-88.920362,244641
"Marion County","IN",12,2021,35517479,39.782976,-86.135794,4716230
"Marion County","MO",12,2021,806641,39.807538,-91.635379,181350
"Marion County","MS",12,2021,740975,31.230167,-89.821712,135329
"Marion County","OH",12,2021,2082680,40.588034,-83.168803,435737
"Marion County","OR",12,2021,14542000,44.900898,-122.57626,1269637
"Marion County","SC",12,2021,1000822,34.08362,-79.354001,173525
"Marion County","TN",12,2021,890242,35.133422,-85.618399,185393
"Marion County","TX",12,2021,266853,32.798182,-94.356853,37472
"Marion County","WV",12,2021,1731145,39.505839,-80.243402,292754
"Mariposa County","CA",12,2021,0,37.574343,-119.911721,51591
"Marlboro County","SC",12,2021,753417,34.60167,-79.679435,154646
"Marquette County","MI",12,2021,2884706,46.656596,-87.584028,298805
"Marquette County","WI",12,2021,569975,43.826053,-89.409095,86143
"Marshall County","AL",12,2021,3001232,34.309564,-86.321668,590425
"Marshall County","IA",12,2021,1721840,42.0417,-92.981403,214637
"Marshall County","IL",12,2021,440663,41.031119,-89.342371,53140
"Marshall County","IN",12,2021,1388455,41.325003,-86.269036,298245
"Marshall County","MN",12,2021,318226,48.362728,-96.357761,49701
"Marshall County","MS",12,2021,1251312,34.76619,-89.504231,212773
"Marshall County","OK",12,2021,529316,34.027007,-96.770533,90084
"Marshall County","SD",12,2021,181283,45.737044,-97.58087,16680
"Marshall County","TN",12,2021,991635,35.468329,-86.765868,221502
"Marshall County","WV",12,2021,791122,39.854426,-80.671794,183440
"Martin County","FL",12,2021,7116700,27.083604,-80.398201,641061
"Martin County","IN",12,2021,335328,38.705322,-86.801847,48664
"Martin County","MN",12,2021,749422,43.677173,-94.547096,125971
"Martin County","NC",12,2021,797346,35.847301,-77.119602,118610
"Martin County","TX",12,2021,118959,32.30983,-101.961836,27468
"Mason County","IL",12,2021,475599,40.236993,-89.913575,77418
"Mason County","MI",12,2021,1201567,43.957196,-86.442937,140436
"Mason County","TX",12,2021,132583,30.703916,-99.237302,18077
"Mason County","WA",12,2021,2690114,47.350832,-123.173103,207997
"Mason County","WV",12,2021,977296,38.770914,-82.029007,128522
"Massac County","IL",12,2021,366064,37.216119,-88.705658,76828
"Matagorda County","TX",12,2021,1112822,28.77476,-96.001532,192005
"Mathews County","VA",12,2021,369319,37.425348,-76.268808,29522
"Maui County","HI",12,2021,0,20.855931,-156.60155,336649
"Maury County","TN",12,2021,4146084,35.615696,-87.077763,627932
"Maverick County","TX",12,2021,3539330,28.729787,-100.316678,405831
"Mayes County","OK",12,2021,1234467,36.303804,-95.235638,221424
"McClain County","OK",12,2021,1333243,35.016436,-97.449803,243366
"McCone County","MT",12,2021,20672,47.629628,-105.757222,9700
"McCook County","SD",12,2021,221259,43.680416,-97.358048,32718
"McCormick County","SC",12,2021,390167,33.897599,-82.316196,44704
"McCulloch County","TX",12,2021,199378,31.205477,-99.359856,30020
"McCurtain County","OK",12,2021,793795,34.117073,-94.766086,183046
"McDonald County","MO",12,2021,510196,36.627955,-94.343716,130589
"McDonough County","IL",12,2021,996682,40.455808,-90.678954,135966
"McDowell County","NC",12,2021,1640014,35.682271,-82.048044,280435
"McDowell County","WV",12,2021,602983,37.38276,-81.658204,103796
"McDuffie County","GA",12,2021,316936,33.480613,-82.479533,112906
"McHenry County","IL",12,2021,13681533,42.324298,-88.452245,1325849
"McHenry County","ND",12,2021,164384,48.233842,-100.633267,32210
"McIntosh County","GA",12,2021,372233,31.485629,-81.372141,53581
"McIntosh County","ND",12,2021,77539,46.108682,-99.416487,16430
"McIntosh County","OK",12,2021,733851,35.369108,-95.671787,93381
"McKean County","PA",12,2021,1391106,41.81459,-78.572463,189955
"McKenzie County","ND",12,2021,230897,47.742475,-103.403215,80551
"McKinley County","NM",12,2021,4360561,35.584062,-108.253294,533774
"McLean County","IL",12,2021,7329969,40.494559,-88.844539,851008
"McLean County","ND",12,2021,309400,47.653206,-101.421914,66751
"McLennan County","TX",12,2021,8773091,31.549596,-97.201511,1354056
"McLeod County","MN",12,2021,1385138,44.821657,-94.272323,235000
"McMinn County","TN",12,2021,1440044,35.424472,-84.619949,339532
"McMullen County","TX",12,2021,21491,28.384922,-98.578853,3668
"McNairy County","TN",12,2021,828918,35.175375,-88.56374,151365
"McPherson County","NE",12,2021,2614,41.648414,-101.120851,1739
"McPherson County","SD",12,2021,32326,45.784249,-99.211421,11175
"Meade County","SD",12,2021,1041589,44.605282,-102.714169,156780
"Meagher County","MT",12,2021,63866,46.5857,-110.92174,8595
"Mecklenburg County","NC",12,2021,49140362,35.246862,-80.833832,5211665
"Mecklenburg County","VA",12,2021,868069,36.687256,-78.368959,114180
"Mecosta County","MI",12,2021,1214036,43.635295,-85.332751,190014
"Medina County","OH",12,2021,7656069,41.116174,-81.899764,875186
"Medina County","TX",12,2021,1835031,29.353661,-99.111085,220922
"Meeker County","MN",12,2021,748885,45.123155,-94.527346,141487
"Meigs County","OH",12,2021,719376,39.089807,-82.028397,98084
"Meigs County","TN",12,2021,578064,35.512203,-84.816102,71042
"Mellette County","SD",12,2021,46784,43.581334,-100.75521,10988
"Menard County","IL",12,2021,466471,40.022569,-89.794133,63536
"Menard County","TX",12,2021,75589,30.885268,-99.858861,11017
"Mendocino County","CA",12,2021,3957123,39.432388,-123.442881,275182
"Menominee County","MI",12,2021,1082988,45.535568,-87.501457,126105
"Menominee County","WI",12,2021,238327,44.991304,-88.669251,31663
"Merced County","CA",12,2021,10056238,37.194806,-120.722802,1435391
"Mercer County","IL",12,2021,624365,41.205605,-90.74177,78579
"Mercer County","MO",12,2021,87455,40.421413,-93.567631,15666
"Mercer County","ND",12,2021,220766,47.307147,-101.833328,60153
"Mercer County","NJ",12,2021,17959116,40.282503,-74.703724,1389534
"Mercer County","OH",12,2021,1053548,40.535333,-84.632059,222419
"Mercer County","PA",12,2021,4024601,41.300014,-80.252786,530307
"Mercer County","WV",12,2021,2537510,37.403448,-81.106456,322581
"Meriwether County","GA",12,2021,391681,33.029267,-84.667058,96364
"Merrick County","NE",12,2021,224356,41.16979,-98.031057,38958
"Merrimack County","NH",12,2021,7554712,43.299579,-71.680041,587408
"Mesa County","CO",12,2021,5207502,39.019524,-108.460571,906390
"Miami County","IN",12,2021,974683,40.772883,-86.044258,213748
"Miami County","OH",12,2021,3357873,40.053326,-84.228413,563609
"Miami-Dade County","FL",12,2021,155856748,25.616009,-80.50375,21863770
"Middlesex County","MA",12,2021,89310341,42.481718,-71.394916,5806404
"Middlesex County","NJ",12,2021,40766433,40.439621,-74.40743,3672286
"Middlesex County","VA",12,2021,461482,37.606975,-76.528082,32231
"Midland County","MI",12,2021,3297768,43.648203,-84.379414,399964
"Midland County","TX",12,2021,5046006,31.814269,-102.002454,928643
"Mifflin County","PA",12,2021,1532159,40.601615,-77.651832,271334
"Milam County","TX",12,2021,712646,30.791242,-96.984395,119198
"Millard County","UT",12,2021,391591,38.956744,-113.133092,74563
"Mille Lacs County","MN",12,2021,1004541,45.929043,-93.632996,174044
"Miller County","AR",12,2021,923472,33.305505,-93.901502,209857
"Miller County","GA",12,2021,103562,31.162931,-84.730398,38838
"Miller County","MO",12,2021,573041,38.21668,-92.429876,136834
"Mills County","IA",12,2021,553064,41.033703,-95.619101,73351
"Mills County","TX",12,2021,143167,31.494888,-98.594623,28842
"Milwaukee County","WI",12,2021,40013698,42.912643,-87.862312,5294212
"Miner County","SD",12,2021,83340,44.021541,-97.608122,11627
"Mineral County","CO",12,2021,44781,37.549067,-107.003236,4649
"Mineral County","MT",12,2021,166575,47.129687,-115.085385,23413
"Mineral County","NV",12,2021,174764,38.516647,-118.416279,20035
"Mineral County","WV",12,2021,1010038,39.404781,-78.95669,160641
"Mingo County","WV",12,2021,682502,37.721161,-82.158989,160159
"Minidoka County","ID",12,2021,529729,42.857211,-113.63984,101692
"Minnehaha County","SD",12,2021,8951030,43.667472,-96.795726,1294362
"Missaukee County","MI",12,2021,490449,44.325424,-85.085471,67443
"Mississippi County","AR",12,2021,1111720,35.766944,-90.052207,276962
"Mississippi County","MO",12,2021,383930,36.826264,-89.295929,75690
"Missoula County","MT",12,2021,5294764,47.027263,-113.892691,548554
"Mitchell County","GA",12,2021,377109,31.228997,-84.192038,107553
"Mitchell County","IA",12,2021,356807,43.348564,-92.784466,59515
"Mitchell County","NC",12,2021,515181,36.013102,-82.163554,70538
"Mitchell County","TX",12,2021,199408,32.304117,-100.924392,31700
"Mobile County","AL",12,2021,13877303,30.684572,-88.196568,2329905
"Modoc County","CA",12,2021,0,41.592918,-120.71837,33639
"Moffat County","CO",12,2021,385536,40.610864,-108.217154,69012
"Mohave County","AZ",12,2021,6042384,35.717705,-113.749689,1164860
"Moniteau County","MO",12,2021,392866,38.633037,-92.583642,89283
"Monmouth County","NJ",12,2021,28983640,40.287048,-74.152446,3292041
"Mono County","CA",12,2021,0,37.915836,-118.875167,61266
"Monona County","IA",12,2021,313906,42.049432,-95.956566,40179
"Monongalia County","WV",12,2021,3396351,39.633645,-80.059074,463511
"Monroe County","AL",12,2021,631722,31.580332,-87.383266,105604
"Monroe County","AR",12,2021,258464,34.679512,-91.20331,37874
"Monroe County","FL",12,2021,3985916,25.58612,-81.022603,343652
"Monroe County","GA",12,2021,294324,33.018784,-83.921837,134630
"Monroe County","IA",12,2021,243007,41.028847,-92.869642,46231
"Monroe County","IL",12,2021,1432941,38.277983,-90.179078,184126
"Monroe County","IN",12,2021,5918159,39.160729,-86.52331,536191
"Monroe County","MI",12,2021,5656751,41.916097,-83.487106,795747
"Monroe County","MO",12,2021,261415,39.49827,-92.006458,48021
"Monroe County","MS",12,2021,1171457,33.89003,-88.485038,224133
"Monroe County","NY",12,2021,36083614,43.250347,-77.700518,3263551
"Monroe County","OH",12,2021,432317,39.726253,-81.090983,76528
"Monroe County","PA",12,2021,6859444,41.05624,-75.329065,735021
"Monroe County","TN",12,2021,1360846,35.447818,-84.249705,314417
"Monroe County","WI",12,2021,1676000,43.945175,-90.619969,250600
"Monroe County","WV",12,2021,487606,37.554062,-80.550329,75186
"Montague County","TX",12,2021,457106,33.678356,-97.725014,99609
"Montcalm County","MI",12,2021,1784726,43.312782,-85.149468,411258
"Monterey County","CA",12,2021,20227105,36.240104,-121.315578,1664968
"Montezuma County","CO",12,2021,1154952,37.338025,-108.595786,127039
"Montgomery County","AL",12,2021,8254060,32.202881,-86.204461,1090922
"Montgomery County","AR",12,2021,227901,34.545656,-93.664153,36525
"Montgomery County","GA",12,2021,157041,32.172108,-82.533349,48193
"Montgomery County","IA",12,2021,381499,41.021735,-95.15779,51682
"Montgomery County","IL",12,2021,986753,39.228068,-89.478141,177590
"Montgomery County","IN",12,2021,1166836,40.040296,-86.892715,233574
"Montgomery County","MO",12,2021,378157,38.935184,-91.465427,53016
"Montgomery County","MS",12,2021,354264,33.500714,-89.639625,57403
"Montgomery County","NC",12,2021,787215,35.327548,-79.910752,148251
"Montgomery County","NY",12,2021,2187432,42.900891,-74.435357,242559
"Montgomery County","OH",12,2021,19895979,39.753736,-84.290591,2610727
"Montgomery County","PA",12,2021,45758408,40.209999,-75.370201,3092720
"Montgomery County","TN",12,2021,7882365,36.500354,-87.380887,1068423
"Montgomery County","TX",12,2021,21869840,30.298801,-95.50295,2830897
