"Recip_County","Recip_State","Lat","Long","Cases"
"Mitchell County","NC",36.013102,-82.163554,1022655
"Mitchell County","TX",32.304117,-100.924392,506748
"Mobile County","AL",30.684572,-88.196568,33808793
"Modoc County","CA",41.592918,-120.71837,374145
"Moffat County","CO",40.610864,-108.217154,833098
"Mohave County","AZ",35.717705,-113.749689,17040293
"Moniteau County","MO",38.633037,-92.583642,1295087
"Monmouth County","NJ",40.287048,-74.152446,49966020
"Mono County","CA",37.915836,-118.875167,928557
"Monona County","IA",42.049432,-95.956566,564398
"Monongalia County","WV",39.633645,-80.059074,6910886
"Monroe County","AL",31.580332,-87.383266,1531878
"Monroe County","AR",34.679512,-91.20331,608031
"Monroe County","FL",25.58612,-81.022603,5285678
"Monroe County","GA",33.018784,-83.921837,1925647
"Monroe County","IA",41.028847,-92.869642,647105
"Monroe County","IL",38.277983,-90.179078,2976322
"Monroe County","IN",39.160729,-86.52331,8371683
"Monroe County","MI",41.916097,-83.487106,10808516
"Monroe County","MO",39.49827,-92.006458,678655
"Monroe County","MS",33.89003,-88.485038,3289585
"Monroe County","NY",43.250347,-77.700518,46115835
"Monroe County","OH",39.726253,-81.090983,1029180
"Monroe County","PA",41.05624,-75.329065,10403076
"Monroe County","TN",35.447818,-84.249705,4441782
"Monroe County","WI",43.945175,-90.619969,3542262
"Monroe County","WV",37.554062,-80.550329,1050293
"Montague County","TX",33.678356,-97.725014,1488725
"Montcalm County","MI",43.312782,-85.149468,5318583
"Monterey County","CA",36.240104,-121.315578,28647026
"Montezuma County","CO",37.338025,-108.595786,1658484
"Montgomery County","AL",32.202881,-86.204461,17355993
"Montgomery County","AR",34.545656,-93.664153,525975
"Montgomery County","GA",32.172108,-82.533349,677751
"Montgomery County","IA",41.021735,-95.15779,720197
"Montgomery County","IL",39.228068,-89.478141,2776023
"Montgomery County","IN",40.040296,-86.892715,3232404
"Montgomery County","MO",38.935184,-91.465427,744598
"Montgomery County","MS",33.500714,-89.639625,925772
"Montgomery County","NC",35.327548,-79.910752,2286169
"Montgomery County","NY",42.900891,-74.435357,3210129
"Montgomery County","OH",39.753736,-84.290591,38372184
"Montgomery County","PA",40.209999,-75.370201,46353318
"Montgomery County","TN",36.500354,-87.380887,15191403
"Montgomery County","TX",30.298801,-95.50295,41168488
"Montgomery County","VA",37.175538,-80.387794,5977130
"Montmorency County","MI",45.024134,-84.130107,472778
"Montour County","PA",41.029284,-76.665225,1371271
"Montrose County","CO",38.407507,-108.266282,2755967
"Moody County","SD",44.012429,-96.676054,444775
"Moore County","NC",35.308272,-79.492725,6852299
"Moore County","TN",35.288888,-86.358684,706590
"Moore County","TX",35.835676,-101.890502,1793141
"Mora County","NM",35.982841,-104.921898,180650
"Morgan County","AL",34.454484,-86.846402,10839507
"Morgan County","CO",40.263159,-103.81221,1834859
"Morgan County","GA",33.598696,-83.499435,1549055
"Morgan County","IL",39.717668,-90.205005,2873884
"Morgan County","IN",39.482646,-86.447457,4949128
"Morgan County","MO",38.420806,-92.874835,1310907
"Morgan County","OH",39.624946,-81.861697,918258
"Morgan County","TN",36.138697,-84.639262,1830010
"Morgan County","UT",41.091027,-111.577885,910209
"Morgan County","WV",39.557345,-78.256517,1077384
"Morrill County","NE",41.732204,-102.990594,381587
"Morris County","NJ",40.858896,-74.547292,33899829
"Morris County","TX",33.116466,-94.731265,743293
"Morrison County","MN",46.020484,-94.266619,2885208
"Morrow County","OH",40.525266,-82.797729,2273704
"Morrow County","OR",45.425496,-119.602311,894883
"Morton County","ND",46.710819,-101.298265,3714254
"Motley County","TX",34.057899,-100.793152,81844
"Moultrie County","IL",39.636896,-88.625726,1229883
"Mountrail County","ND",48.210073,-102.364895,1000181
"Mower County","MN",43.666249,-92.759514,3469537
"Multnomah County","OR",45.547711,-122.417363,30625322
"Murray County","GA",34.797097,-84.73799,3585688
"Murray County","MN",44.015594,-95.761581,694418
"Murray County","OK",34.485766,-97.071557,1339320
"Muscatine County","IA",41.483776,-91.118699,3211120
"Muscogee County","GA",32.510197,-84.874946,11852035
"Muskegon County","MI",43.428739,-86.420908,12505909
"Muskingum County","OH",39.966046,-81.943506,7245224
"Muskogee County","OK",35.617551,-95.383911,6523705
"Musselshell County","MT",46.505281,-108.439763,281013
"Nacogdoches County","TX",31.62056,-94.62025,3648096
"Nance County","NE",41.402385,-97.991408,272873
"Nantucket County","MA",41.293392,-70.102164,1025168
"Napa County","CA",38.5071,-122.325904,7308202
"Nash County","NC",35.965945,-77.987555,7963597
"Nassau County","FL",30.605963,-81.765087,6749348
"Nassau County","NY",40.729612,-73.589414,122117710
"Natrona County","WY",42.977645,-106.768219,6713340
"Navajo County","AZ",35.390785,-110.321025,11701937
"Navarro County","TX",32.048448,-96.476909,4130993
"Nelson County","ND",47.918667,-98.204428,290228
"Nelson County","VA",37.789079,-78.88344,704956
"Nemaha County","NE",40.387389,-95.852721,485856
"Neshoba County","MS",32.752518,-89.119274,3200882
"Nevada County","AR",33.666699,-93.305072,659147
"Nevada County","CA",39.297508,-120.771343,4469250
"New Castle County","DE",39.575915,-75.644132,43736528
"New Hanover County","NC",34.183445,-77.864204,14260360
"New Kent County","VA",37.51016,-76.999331,1219986
"New Madrid County","MO",36.594261,-89.655948,1578593
"Newaygo County","MI",43.562712,-85.791372,3325568
"Newberry County","SC",34.289881,-81.599676,3787854
"Newport County","RI",41.501045,-71.283063,5083714
"Newton County","AR",35.910742,-93.215898,564216
"Newton County","GA",33.552751,-83.85136,7844455
"Newton County","IN",40.962399,-87.402172,814994
"Newton County","MO",36.908371,-94.335034,3824605
"Newton County","MS",32.40197,-89.118412,1849635
"Newton County","TX",30.786718,-93.73925,444154
"Nez Perce County","ID",46.333791,-116.760909,2827366
"Niagara County","NY",43.272672,-78.812943,13806261
"Nicholas County","WV",38.291432,-80.797515,1747379
"Nicollet County","MN",44.35882,-94.245684,2343242
"Niobrara County","WY",43.062159,-104.468373,173051
"Noble County","IN",41.404679,-85.417271,4141692
"Noble County","OH",39.767232,-81.452493,1000290
"Noble County","OK",36.384901,-97.236335,957108
"Nobles County","MN",43.677686,-95.763132,2559573
"Nodaway County","MO",40.361136,-94.883146,1923021
"Nolan County","TX",32.312338,-100.418108,1091261
"Norfolk County","MA",42.171738,-71.18111,37713707
"Norman County","MN",47.329453,-96.463776,431449
"Northampton County","NC",36.421774,-77.398352,1315893
"Northampton County","PA",40.752791,-75.307447,23934354
"Northampton County","VA",37.302775,-75.924018,601085
"Northumberland County","PA",40.851524,-76.709877,6767859
"Northumberland County","VA",37.856974,-76.379687,599740
"Nottoway County","VA",37.141167,-78.053866,1300591
"Nowata County","OK",36.789615,-95.613312,854552
"Noxubee County","MS",33.106606,-88.566152,904638
"Nuckolls County","NE",40.176492,-98.046842,315453
"Nueces County","TX",27.740032,-97.516214,29417812
"Nye County","NV",37.965864,-116.459011,2228439
"Oakland County","MI",42.660452,-83.38421,81193590
"Obion County","TN",36.361892,-89.148078,3337893
"Ocean County","NJ",39.865669,-74.258864,50079056
"Oceana County","MI",43.603954,-86.467177,1897665
"Ochiltree County","TX",36.278744,-100.815864,771167
"Oconee County","GA",33.834125,-83.437728,2796847
"Oconee County","SC",34.748766,-83.06154,7265116
"Oconto County","WI",44.996575,-88.206516,3659615
"Ogemaw County","MI",44.33328,-84.128073,1255221
"Oglala Lakota County","SD",43.333393,-102.561486,1354629
"Ogle County","IL",42.041884,-89.320176,4244680
"Oglethorpe County","GA",33.866806,-83.074081,1049087
"Ohio County","IN",38.940527,-84.964299,432853
"Ohio County","WV",40.100323,-80.6199,3182044
"Okaloosa County","FL",30.614325,-86.59108,15851801
"Okanogan County","WA",48.548453,-119.742235,2303399
"Okeechobee County","FL",27.385592,-80.887388,3267754
"Okfuskee County","OK",35.466804,-96.327762,1192722
"Oklahoma County","OK",35.554611,-97.409401,60948117
"Okmulgee County","OK",35.6435,-95.965947,2894362
"Oktibbeha County","MS",33.422313,-88.876151,3469334
"Oldham County","TX",35.401921,-102.59762,179635
"Oliver County","ND",47.118079,-101.33142,109577
"Olmsted County","MN",43.9995,-92.410096,10752902
"Oneida County","ID",42.183895,-112.520449,258241
"Oneida County","NY",43.242727,-75.434282,15918888
"Oneida County","WI",45.716176,-89.534533,2687506
"Onondaga County","NY",43.006516,-76.196134,29921517
"Onslow County","NC",34.763109,-77.499469,14012991
"Ontario County","NY",42.856357,-77.303497,5482077
"Ontonagon County","MI",46.835325,-89.276912,319317
"Orange County","CA",33.675687,-117.777207,181870127
"Orange County","FL",28.514391,-81.323284,109660811
"Orange County","IN",38.547381,-86.489257,1482857
"Orange County","NC",36.062525,-79.120033,6750251
"Orange County","NY",41.40241,-74.306252,32133366
"Orange County","TX",30.122323,-93.8941,5731428
"Orange County","VA",38.249326,-78.011092,1828526
"Orange County","VT",44.003373,-72.369579,865547
"Orangeburg County","SC",33.436135,-80.802913,7069310
"Oregon County","MO",36.68531,-91.401827,637787
"Orleans County","NY",43.339906,-78.207028,2387431
"Orleans County","VT",44.828442,-72.25163,1313227
"Osage County","MO",38.464253,-91.859504,1098424
"Osage County","OK",36.624299,-96.408112,3401321
"Osceola County","FL",28.059027,-81.139312,34205880
"Osceola County","MI",43.997552,-85.322283,1411614
"Oscoda County","MI",44.687257,-84.126905,444447
"Oswego County","NY",43.461443,-76.209262,6541767
"Otero County","CO",37.88417,-103.72126,1396657
"Otero County","NM",32.615599,-105.751308,4262868
"Otoe County","NE",40.637992,-96.131027,1027211
"Otsego County","MI",45.021787,-84.576603,1617796
"Otsego County","NY",42.629776,-75.028841,2601660
"Ottawa County","MI",43.054969,-86.219349,22253659
"Ottawa County","OH",41.545495,-83.012613,2611008
"Ottawa County","OK",36.835764,-94.802681,2916428
"Otter Tail County","MN",46.405727,-95.714581,4177293
"Ouachita County","AR",33.591168,-92.878413,1704011
"Ouray County","CO",38.154731,-107.78848,234942
"Outagamie County","WI",44.418226,-88.464988,16838971
"Overton County","TN",36.34485,-85.283076,2240038
"Owen County","IN",39.317339,-86.838845,1647333
"Owyhee County","ID",42.572851,-116.18969,756726
"Ozark County","MO",36.64959,-92.458549,527971
"Ozaukee County","WI",43.501807,-87.847551,6750877
"Pacific County","WA",46.556587,-123.782419,867464
"Page County","VA",38.623209,-78.491872,1613476
"Palm Beach County","FL",26.649126,-80.448354,110006550
"Palo Pinto County","TX",32.752204,-98.317967,2198992
"Pamlico County","NC",35.147575,-76.665268,794222
"Panola County","MS",34.365205,-89.963065,3293070
"Panola County","TX",32.163978,-94.305156,1351058
"Park County","CO",39.118914,-105.717648,715206
"Park County","MT",45.463081,-110.53493,1137251
"Park County","WY",44.492387,-109.593597,2189086
"Parke County","IN",39.77425,-87.19695,1138645
"Parker County","TX",32.777096,-97.805905,11191928
"Parmer County","TX",34.532163,-102.784853,816269
"Pasco County","FL",28.309823,-82.511006,35151127
"Pasquotank County","NC",36.265199,-76.260691,2491701
"Passaic County","NJ",41.036655,-74.299408,45926806
"Patrick County","VA",36.667138,-80.286413,1037179
"Paulding County","GA",33.92103,-84.867169,12054812
"Paulding County","OH",41.118948,-84.582125,1382723
"Pawnee County","NE",40.137797,-96.245214,146260
"Pawnee County","OK",36.313704,-96.696669,1283738
"Payette County","ID",44.00243,-116.750238,1842865
"Payne County","OK",36.079225,-96.975255,5947804
"Peach County","GA",32.571324,-83.831978,1943560
"Pearl River County","MS",30.774793,-89.586904,4203140
"Pecos County","TX",30.773298,-102.718153,1043089
"Pembina County","ND",48.766896,-97.545405,614054
"Pemiscot County","MO",36.209916,-89.785942,1045407
"Pend Oreille County","WA",48.543825,-117.232191,681810
"Pender County","NC",34.512556,-77.888106,4286032
"Pendleton County","WV",38.67445,-79.340617,547104
"Pennington County","MN",48.069247,-96.037725,1088947
"Pennington County","SD",44.002349,-102.823801,10265273
"Peoria County","IL",40.785972,-89.766993,14746219
"Pepin County","WI",44.627436,-91.83489,624224
"Perkins County","NE",40.857646,-101.627468,184692
"Perkins County","SD",45.483387,-102.467995,232934
"Perquimans County","NC",36.180897,-76.403244,777137
"Perry County","AL",32.639005,-87.293827,718062
"Perry County","AR",34.946363,-92.926877,721700
"Perry County","IL",38.084381,-89.368525,2275746
"Perry County","IN",38.081436,-86.62654,1392112
"Perry County","MO",37.71113,-89.802125,1605435
"Perry County","MS",31.169307,-88.988755,964683
"Perry County","OH",39.743187,-82.237952,2413108
"Perry County","PA",40.39778,-77.266328,2643906
"Perry County","TN",35.663752,-87.869326,761185
"Pershing County","NV",40.439639,-118.409477,599602
"Person County","NC",36.386356,-78.96563,2595006
"Petroleum County","MT",47.141917,-108.226575,10056
"Pettis County","MO",38.727367,-93.285207,3812746
"Phelps County","MO",37.866326,-91.790349,3057944
"Phelps County","NE",40.516365,-99.406557,716915
"Philadelphia County","PA",40.009376,-75.133346,98400884
"Phillips County","AR",34.423687,-90.855593,1481878
"Phillips County","CO",40.594712,-102.345105,269893
"Phillips County","MT",48.250143,-107.928897,363921
"Piatt County","IL",40.009033,-88.592355,1200791
"Pickaway County","OH",39.648947,-83.052827,5828632
"Pickens County","AL",33.2968,-88.096864,1653924
"Pickens County","GA",34.456746,-84.490351,2584342
"Pickens County","SC",34.885368,-82.723377,13660789
"Pickett County","TN",36.559364,-85.075741,545718
"Pierce County","GA",31.353998,-82.21037,1883372
"Pierce County","ND",48.238883,-99.966497,373873
"Pierce County","NE",42.271413,-97.610992,437707
"Pierce County","WA",47.051413,-122.15324,47420389
"Pierce County","WI",44.725336,-92.426279,3518796
"Pike County","AL",31.798653,-85.941608,2340119
"Pike County","AR",34.158191,-93.658659,798899
"Pike County","GA",33.081149,-84.389462,1723683
"Pike County","IL",39.625106,-90.889034,1455417
"Pike County","IN",38.397961,-87.232547,1102985
"Pike County","MO",39.339959,-91.171607,1320407
"Pike County","MS",31.177516,-90.397725,2761194
"Pike County","OH",39.071341,-83.052911,2054157
"Pike County","PA",41.325949,-75.031514,2810455
"Pima County","AZ",32.128038,-111.783657,78720681
"Pinal County","AZ",32.918521,-111.366339,38435117
"Pine County","MN",46.10094,-92.763094,2265697
"Pinellas County","FL",27.905342,-82.798066,62184916
"Pipestone County","MN",44.015361,-96.257015,715806
"Pitkin County","CO",39.217541,-106.916162,1795277
"Pitt County","NC",35.59249,-77.372739,15014363
"Pittsburg County","OK",34.92554,-95.74813,3332173
"Pittsylvania County","VA",36.821721,-79.398502,4007947
"Piute County","UT",38.335881,-112.129375,85619
"Placer County","CA",39.062032,-120.722718,19394209
"Platte County","MO",39.37869,-94.761477,3078629
"Platte County","NE",41.576866,-97.513467,2821358
"Platte County","WY",42.131593,-104.953963,578677
"Pleasants County","WV",39.368133,-81.161172,652490
"Plumas County","CA",39.992295,-120.824371,769453
"Plymouth County","MA",41.987196,-70.741942,33765100
"Pocahontas County","WV",38.332606,-80.010121,552528
"Poinsett County","AR",35.56887,-90.681104,2450633
"Polk County","AR",34.490915,-94.230884,1390117
"Polk County","FL",27.953649,-81.693534,57981044
"Polk County","GA",33.996015,-85.188338,3970429
"Polk County","MN",47.774254,-96.400027,2726994
"Polk County","MO",37.616761,-93.400817,2586508
"Polk County","NC",35.277901,-82.167621,1122296
"Polk County","NE",41.187925,-97.570663,398912
"Polk County","OR",44.900372,-123.39864,3708061
"Polk County","TN",35.109437,-84.541112,1470852
"Polk County","TX",30.784553,-94.837338,2555895
"Polk County","WI",45.462041,-92.447066,3600104
"Pondera County","MT",48.228604,-112.220761,364232
"Pontotoc County","MS",34.227081,-89.037239,3221019
"Pontotoc County","OK",34.721421,-96.691804,3582474
"Pope County","AR",35.456557,-93.026818,5871970
"Pope County","IL",37.417169,-88.542374,269162
"Pope County","MN",45.589623,-95.446705,850566
"Portage County","OH",41.16897,-81.196962,9860708
"Portage County","WI",44.476246,-89.49807,5427834
"Porter County","IN",41.509914,-87.071313,12404125
"Posey County","IN",38.027614,-87.868653,1997103
"Pottawatomie County","OK",35.211391,-96.957004,6119503
"Potter County","PA",41.748587,-77.894436,914369
"Potter County","SD",45.052713,-99.962003,243912
"Potter County","TX",35.398675,-101.893804,12117836
"Powder River County","MT",45.408926,-105.555344,107878
"Powell County","MT",46.844225,-112.9311,644557
"Power County","ID",42.694126,-112.844407,487300
"Powhatan County","VA",37.549404,-77.912855,1418373
"Prairie County","AR",34.831116,-91.55362,635158
"Prairie County","MT",46.812384,-105.503994,90358
"Preble County","OH",39.73881,-84.644758,2874420
"Prentiss County","MS",34.620566,-88.522184,2350277
"Presidio County","TX",30.005891,-104.261619,446022
"Presque Isle County","MI",45.252397,-83.432283,667356
"Preston County","WV",39.46903,-79.668865,2480173
"Price County","WI",45.679072,-90.35965,994470
"Prince Edward County","VA",37.224881,-78.432957,1473229
"Prince George County","VA",37.187325,-77.220993,2505063
"Prince William County","VA",38.701119,-77.479579,29847337
"Providence County","RI",41.869768,-71.578625,65420881
"Prowers County","CO",37.958181,-102.392161,862646
"Pueblo County","CO",38.162765,-104.484668,13508837
"Pulaski County","AR",34.770311,-92.312996,30495496
"Pulaski County","GA",32.238803,-83.481845,699352
"Pulaski County","IL",37.215615,-89.127755,530951
"Pulaski County","IN",41.045272,-86.692538,922227
"Pulaski County","MO",37.824835,-92.207022,2674861
"Pulaski County","VA",37.063385,-80.713444,2038292
"Pushmataha County","OK",34.377899,-95.408082,805833
"Putnam County","FL",29.593896,-81.732039,5453210
"Putnam County","GA",33.32106,-83.37179,1521815
"Putnam County","IL",41.198961,-89.298347,335836
"Putnam County","IN",39.665548,-86.853373,2842297
"Putnam County","MO",40.478606,-93.014531,297090
"Putnam County","NY",41.427907,-73.743861,7051892
"Putnam County","OH",41.024533,-84.129879,2870842
"Putnam County","TN",36.14094,-85.49618,8094425
"Putnam County","WV",38.510518,-81.906109,4383761
"Quay County","NM",35.107018,-103.548071,518903
"Quitman County","GA",31.862938,-85.004798,125638
"Quitman County","MS",34.252833,-90.290171,540847
"Rabun County","GA",34.883934,-83.40487,1211624
"Racine County","WI",42.780392,-87.771599,17652071
"Rains County","TX",32.870457,-95.795613,623872
"Raleigh County","WV",37.762469,-81.264672,5703154
"Ralls County","MO",39.553455,-91.524787,769867
"Ramsey County","MN",45.015204,-93.099965,36583617
"Ramsey County","ND",48.266163,-98.739031,1175561
"Randall County","TX",34.962529,-101.895547,12264663
"Randolph County","AL",33.296461,-85.464064,1509559
"Randolph County","AR",36.341298,-91.028441,1593343
"Randolph County","GA",31.762651,-84.752311,473870
"Randolph County","IL",38.056515,-89.82121,3072948
"Randolph County","IN",40.164079,-85.00579,1830508
"Randolph County","MO",39.439249,-92.492959,1861127
"Randolph County","NC",35.709915,-79.806215,10739739
"Randolph County","WV",38.781095,-79.867788,2424944
"Rankin County","MS",32.267123,-89.946063,10827525
"Ransom County","ND",46.449276,-97.647554,476880
"Rappahannock County","VA",38.684522,-78.168824,275789
"Ravalli County","MT",46.077744,-114.105795,2267258
"Ray County","MO",39.308401,-93.995746,1508634
"Reagan County","TX",31.375191,-101.514395,282018
"Real County","TX",29.830097,-99.812549,247031
"Red Lake County","MN",47.865487,-96.08718,293872
"Red River County","TX",33.619625,-95.048429,634179
"Red Willow County","NE",40.16942,-100.468576,813281
"Redwood County","MN",44.403536,-95.254241,1232235
"Reeves County","TX",31.308366,-103.712706,1531485
"Refugio County","TX",28.322116,-97.162472,540999
"Rensselaer County","NY",42.710421,-73.513845,8478377
"Renville County","MN",44.723697,-94.955617,1204027
"Renville County","ND",48.712781,-101.658152,203860
"Reynolds County","MO",37.366464,-90.972282,370376
"Rhea County","TN",35.60059,-84.949548,3207755
"Rice County","MN",44.350775,-93.298513,5490828
"Rich County","UT",41.627598,-111.240227,108980
"Richardson County","NE",40.123743,-95.718603,535334
"Richland County","IL",38.712187,-88.085452,1459404
"Richland County","MT",47.785633,-104.563408,847950
"Richland County","ND",46.265219,-96.93796,1337277
"Richland County","OH",40.774159,-82.542781,9207377
"Richland County","SC",34.029095,-80.898037,35143123
"Richland County","WI",43.376199,-90.435693,1116634
"Richmond County","GA",33.361486,-82.074998,16797980
"Richmond County","NC",35.004636,-79.755695,3613364
"Richmond County","VA",37.942894,-76.730561,886943
"Rio Arriba County","NM",36.509669,-106.693983,2770755
"Rio Blanco County","CO",39.972622,-108.200716,475330
"Rio Grande County","CO",37.485853,-106.453128,737980
"Ripley County","IN",39.100226,-85.260494,2562219
"Ripley County","MO",36.65017,-90.874834,847541
"Ritchie County","WV",39.177112,-81.066317,647903
"Riverside County","CA",33.729828,-116.002239,199422093
"Roane County","TN",35.84725,-84.523929,4751955
"Roane County","WV",38.74295,-81.354494,725969
"Roanoke County","VA",37.330792,-80.191237,6093035
"Roberts County","SD",45.623397,-96.947551,842490
"Roberts County","TX",35.838596,-100.836682,49364
"Robertson County","TN",36.527509,-86.869354,6857919
"Robertson County","TX",31.025481,-96.514941,1446289
"Robeson County","NC",34.63921,-79.100881,12249258
"Rock County","MN",43.669587,-96.263238,823143
"Rock County","NE",42.394749,-99.420851,72445
"Rock County","WI",42.66988,-89.075284,12789917
"Rock Island County","IL",41.468421,-90.572125,10391910
"Rockbridge County","VA",37.814517,-79.447754,1022989
"Rockdale County","GA",33.652081,-84.02637,5630722
"Rockingham County","NC",36.381806,-79.782754,6125254
"Rockingham County","NH",42.988664,-71.09908,17901533
"Rockingham County","VA",38.507585,-78.885321,4625994
"Rockland County","NY",41.154628,-74.024662,29773673
"Rockwall County","TX",32.899886,-96.41205,8325911
"Roger Mills County","OK",35.708554,-99.741572,275420
"Rogers County","OK",36.377794,-95.601383,7760738
"Rolette County","ND",48.768271,-99.840463,1673130
"Roosevelt County","MT",48.282747,-104.99517,1085733
"Roosevelt County","NM",34.021207,-103.483004,1486459
"Roscommon County","MI",44.339517,-84.611271,1336025
"Roseau County","MN",48.761068,-95.821504,1427169
"Rosebud County","MT",46.173206,-106.666792,834372
"Ross County","OH",39.323895,-83.059538,5446661
"Routt County","CO",40.483664,-106.987702,1761569
"Rowan County","NC",35.641355,-80.521721,12488596
"Runnels County","TX",31.845119,-99.982715,829931
"Rush County","IN",39.622362,-85.466529,1419196
"Rusk County","TX",32.109423,-94.756382,3384114
"Rusk County","WI",45.472734,-91.136745,1074288
"Russell County","AL",32.289811,-85.18698,3212142
"Russell County","VA",36.93342,-82.095934,1868029
"Rutherford County","NC",35.402747,-81.919582,5373534
"Rutherford County","TN",35.843369,-86.417213,30276076
"Rutland County","VT",43.612399,-73.060304,2505812
"Sabine County","TX",31.3433,-93.851913,412454
"Sacramento County","CA",38.450136,-121.344329,83864656
"Saginaw County","MI",43.328267,-84.05541,15104057
"Saguache County","CO",38.031651,-106.234666,330185
"Salem County","NJ",39.573828,-75.357356,4207395
"Saline County","AR",34.648525,-92.674463,9307459
"Saline County","IL",37.751508,-88.545024,2166522
"Saline County","MO",39.13584,-93.204164,2034371
"Saline County","NE",40.516802,-97.131755,1310210
"Salt Lake County","UT",40.667883,-111.92424,105832441
"Saluda County","SC",34.005278,-81.727903,1242169
"Sampson County","NC",34.989298,-78.371261,5653373
"San Augustine County","TX",31.382449,-94.16318,393614
"San Benito County","CA",36.611651,-121.085811,4117701
"San Bernardino County","CA",34.856661,-116.181571,193934501
"San Diego County","CA",33.023604,-116.776117,217580090
"San Francisco County","CA",37.727239,-123.032229,32787459
"San Jacinto County","TX",30.574388,-95.163136,1335003
"San Joaquin County","CA",37.934982,-121.272244,53065459
"San Juan County","CO",37.781049,-107.670257,49484
"San Juan County","NM",36.511624,-108.324578,11639319
"San Juan County","UT",37.602633,-109.791574,1295838
"San Juan County","WA",48.50719,-123.103769,226344
"San Luis Obispo County","CA",35.388189,-120.448897,15890866
"San Mateo County","CA",37.414672,-122.371546,32960185
"San Miguel County","CO",38.009319,-108.427263,647609
"San Miguel County","NM",35.476859,-104.803519,1387701
"San Patricio County","TX",28.011794,-97.517157,3343333
"San Saba County","TX",31.155138,-98.819292,471433
"Sanborn County","SD",44.018942,-98.091709,212796
"Sanders County","MT",47.756497,-115.180306,597898
"Sandoval County","NM",35.685091,-106.883119,9242565
"Sandusky County","OH",41.355319,-83.142776,4120313
"Sangamon County","IL",39.756886,-89.662435,14882070
"Sanilac County","MI",43.449155,-82.642815,2617801
"Sanpete County","UT",39.373426,-111.576933,2645706
"Santa Barbara County","CA",34.536677,-120.038364,25265575
"Santa Clara County","CA",37.221614,-121.68954,87448005
"Santa Cruz County","AZ",31.525733,-110.845228,5273634
"Santa Cruz County","CA",37.012347,-122.007789,12577709
"Santa Fe County","NM",35.514531,-105.963972,7949178
"Santa Rosa County","FL",30.675348,-87.018919,14642153
"Sarasota County","FL",27.225327,-82.423714,25886182
"Saratoga County","NY",43.106135,-73.855387,12024158
"Sargent County","ND",46.108204,-97.630051,333038
"Sarpy County","NE",41.115064,-96.109125,15409276
"Sauk County","WI",43.428001,-89.943318,4655008
"Saunders County","NE",41.223388,-96.642097,1659704
"Sawyer County","WI",45.864999,-91.147063,1357626
"Schenectady County","NY",42.817552,-74.043559,9402117
"Schleicher County","TX",30.896233,-100.527216,172632
"Schley County","GA",32.263444,-84.322708,314838
"Schoharie County","NY",42.591294,-74.438172,1305389
"Schoolcraft County","MI",46.021122,-86.197029,415633
"Schuyler County","IL",40.156905,-90.613464,575497
"Schuyler County","MO",40.469361,-92.519016,228899
"Schuyler County","NY",42.419776,-76.938603,893804
"Schuylkill County","PA",40.703682,-76.217788,10294353
"Scioto County","OH",38.814889,-82.998675,5631995
"Scotland County","MO",40.447686,-92.142824,212485
"Scotland County","NC",34.840023,-79.477337,2910918
"Scott County","AR",34.858869,-94.063641,743264
"Scott County","IL",39.637002,-90.477771,375390
"Scott County","IN",38.679431,-85.751898,2232750
"Scott County","MN",44.651811,-93.533733,12023555
"Scott County","MO",37.047793,-89.568098,3477548
"Scott County","MS",32.411959,-89.533486,2221824
"Scott County","TN",36.430592,-84.504091,2510446
"Scott County","VA",36.712776,-82.613624,1542666
"Scotts Bluff County","NE",41.850506,-103.703021,3251354
"Screven County","GA",32.744751,-81.617585,806415
"Scurry County","TX",32.744353,-100.913346,1698495
"Searcy County","AR",35.896387,-92.695888,611757
"Sebastian County","AR",35.196981,-94.274989,10830290
"Sedgwick County","CO",40.871568,-102.355358,155085
"Seminole County","FL",28.690065,-81.131975,29119404
"Seminole County","GA",30.93396,-84.867685,710440
"Seminole County","OK",35.158366,-96.602857,1951357
"Seneca County","NY",42.782294,-76.827088,1560582
"Seneca County","OH",41.119992,-83.127547,3890974
"Sequatchie County","TN",35.372336,-85.410082,1319274
"Sequoyah County","OK",35.502435,-94.750757,3177135
"Sevier County","AR",33.994877,-94.243279,1944505
"Sevier County","TN",35.787822,-83.5249,9575321
"Sevier County","UT",38.746824,-111.81193,1686943
"Seward County","NE",40.871944,-97.140383,1220553
"Shackelford County","TX",32.74382,-99.347005,208033
"Shannon County","MO",37.152498,-91.391328,482180
"Sharkey County","MS",32.892395,-90.827613,330067
"Sharp County","AR",36.173399,-91.471069,1363576
"Shasta County","CA",40.760514,-122.043556,10721274
"Shawano County","WI",44.789641,-88.755813,3773107
"Sheboygan County","WI",43.741232,-87.731516,10266918
"Shelby County","AL",33.266893,-86.661007,18378997
"Shelby County","IL",39.384917,-88.798865,1818498
"Shelby County","IN",39.524135,-85.792174,4370600
"Shelby County","MO",39.797531,-92.088719,456561
"Shelby County","OH",40.33668,-84.204142,3441902
"Shelby County","TN",35.184553,-89.894612,72946372
"Shelby County","TX",31.790139,-94.142579,1352361
"Shenandoah County","VA",38.856204,-78.573987,3175426
"Sherburne County","MN",45.453176,-93.76913,8278386
"Sheridan County","MT",48.705587,-104.533916,260074
"Sheridan County","ND",47.581359,-100.330986,90300
"Sheridan County","NE",42.512289,-102.36828,351294
"Sheridan County","WY",44.781369,-106.881211,2497617
"Sherman County","NE",41.218743,-98.972849,169307
